University of Cadiz,17
"TaiGen Biotechnology Co., Ltd.",17
Aslan Pharmaceuticals,17
Johnson & Johnson Consumer Inc. (J&JCI),17
CCTU- Cancer Theme,17
BeerYaakov Mental Health Center,17
"Chengdu Kanghong Biotech Co., Ltd.",17
Nanjing PLA General Hospital,17
Le Bonheur Children's Hospital,17
Brainsway,17
University Hospital of Mont-Godinne,17
"Apellis Pharmaceuticals, Inc.",17
Tongji University,17
Norwegian Institute of Public Health,17
IDRI,17
VA Pittsburgh Healthcare System,17
National Cerebral and Cardiovascular Center,17
Kobe University,17
Probi AB,17
Mustafa Kemal University,17
"BioLineRx, Ltd.",17
University of Pernambuco,17
"Impax Laboratories, LLC",17
"Kenneth Peters, MD",17
University Hospital of Split,17
Dental Practice-Based Research Network,17
Physiol,17
"Centers for Disease Control and Prevention, China",17
Lovisenberg Diakonale Hospital,17
Grupo Espanol de Investigacion en Sarcomas,17
Joshua M Hare,17
University Hospitals of Derby and Burton NHS Foundation Trust,17
Jiangxi Qingfeng Pharmaceutical Co. Ltd.,17
"Cara Therapeutics, Inc.",17
Marinus Pharmaceuticals,17
Cytori Therapeutics,17
"CVRx, Inc.",17
University of North Carolina,17
Can-Fite BioPharma,17
Université du Québec à Trois-Rivières,17
Southern Methodist University,17
"Steward St. Elizabeth's Medical Center of Boston, Inc.",17
Royal North Shore Hospital,17
"Mt. Sinai Medical Center, Miami",17
"Sucampo Pharma Americas, LLC",17
The First Affiliated Hospital of Xiamen University,17
Centre of Postgraduate Medical Education,17
Protalix,17
University of Iceland,17
"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",17
"Mentor Worldwide, LLC",17
Navidea Biopharmaceuticals,17
San Francisco Veterans Affairs Medical Center,17
"Dongzhimen Hospital, Beijing",17
Regina Elena Cancer Institute,17
Henan University of Traditional Chinese Medicine,17
North Dakota State University,17
Carrick Institute for Graduate Studies,17
"University of Nevada, Reno",17
Fenway Community Health,17
MicroPort CRM,17
Fondazione Neoplasie Sangue Onlus,17
Agennix,17
Lehigh Valley Hospital,17
"Tasly Pharmaceuticals, Inc.",17
PhaseBio Pharmaceuticals Inc.,17
NeurogesX,17
Red de Terapia Celular,17
Carl Zeiss Meditec AG,17
North Karelia Central Hospital,17
SVS Institute of Dental Sciences,17
Kubota Vision Inc.,17
University of the Philippines,17
Tuen Mun Hospital,17
Clinical Centre of Serbia,17
Koç University,17
Guangzhou First People's Hospital,17
PhytoHealth Corporation,17
Accelerated Community Oncology Research Network,17
Yokohama City University Medical Center,17
Theraclion,17
CHA University,17
Hospital Ambroise Paré Paris,17
The Scripps Research Institute,17
Roger Williams Medical Center,17
Cerecin,17
University of Trieste,17
University of Portsmouth,17
Hôpital Necker-Enfants Malades,17
Pusan National University,17
Ageless Regenerative Institute,17
CEU San Pablo University,17
Douglas Mental Health University Institute,17
University of Paris 5 - Rene Descartes,17
"Manhattan Eye, Ear & Throat Hospital",17
"Flexion Therapeutics, Inc.",17
Gary Morrow,17
ChemoCentryx,17
Hôpital Edouard Herriot,17
"Rockwell Medical Technologies, Inc.",17
Wuhan Asia Heart Hospital,17
South East Asia Research Collaboration with Hawaii,17
Grupo Espanol Multidisciplinario del Cancer Digestivo,17
Sunnaas Rehabilitation Hospital,17
Geropharm,17
"AcelRx Pharmaceuticals, Inc.",17
Facet Biotech,17
Transonic Systems Inc.,17
"Biomet Orthopedics, LLC",17
Exalenz Bioscience LTD.,16
Instituto Dante Pazzanese de Cardiologia,16
OVO R & D,16
Hôpital Européen Marseille,16
ADIR Association,16
"Islamic Azad University, Tehran",16
Zurich University of Applied Sciences,16
Lifespan,16
"Mitsubishi Tanabe Pharma Development America, Inc.",16
"Huons Co., Ltd.",16
Barzilai Medical Center,16
The First Affiliated Hospital of Anhui Medical University,16
Pain Therapeutics,16
Instituto de Oftalmología Fundación Conde de Valenciana,16
AC Camargo Cancer Center,16
Syracuse University,16
Institute of Oncology Ljubljana,16
HIV Prevention Trials Network,16
Taiwan Liposome Company,16
Lancaster General Hospital,16
McMaster Children's Hospital,16
Universidade Federal do Ceara,16
Meenakshi Ammal Dental College and Hospital,16
Utah State University,16
Transgene,16
"Emergency Medical Services, Capital Region, Denmark",16
"Aragon Pharmaceuticals, Inc.",16
Universidade do Vale do Paraíba,16
Istituto Oncologico Veneto IRCCS,16
Polaris Group,16
Piedmont Healthcare,16
Tabriz University,16
Robert Wood Johnson Foundation,16
Javelin Pharmaceuticals,16
Chelsea Therapeutics,16
Heilongjiang University of Chinese Medicine,16
Okayama University,16
Erling Bjerregaard Pedersen,16
Centre de recherche du Centre hospitalier universitaire de Sherbrooke,16
Trevena Inc.,16
Fundació Institut Germans Trias i Pujol,16
Medipost Co Ltd.,16
Centre Hospitalier le Mans,16
RedHill Biopharma Limited,16
I.R.C.C.S. Fondazione Santa Lucia,16
"Hebei Senlang Biotechnology Inc., Ltd.",16
Essentia Health,16
Neurogen Brain and Spine Institute,16
Laboratorios Silanes S.A. de C.V.,16
University Hospital Regensburg,16
University of Nebraska Lincoln,16
"St Joseph University, Beirut, Lebanon",16
Shanghai Proton and Heavy Ion Center,16
Onze Lieve Vrouwe Gasthuis,16
Beaumont Hospital,16
Institut Investigacio Sanitaria Pere Virgili,16
"Vitaflo International, Ltd",16
Diurnal Limited,16
Babes-Bolyai University,16
Kocaeli Derince Education and Research Hospital,16
"Kite, A Gilead Company",16
University School of Physical Education in Wroclaw,16
"Microvention-Terumo, Inc.",16
Azienda Ospedaliero-Universitaria di Modena,16
Wonju Severance Christian Hospital,16
Abiomed Inc.,16
Showa Inan General Hospital,16
"Chaitanya Hospital, Pune",16
Mundipharma Research GmbH & Co KG,16
Ariad Pharmaceuticals,16
"Canadian Network for Observational Drug Effect Studies, CNODES",16
Biosearch S.A.,16
AO Innovation Translation Center,16
"Dermira, Inc.",16
"The George Institute for Global Health, China",16
Universidade do Vale do Sapucai,16
"Therapeutics, Inc.",16
"Barcelonabeta Brain Research Center, Pasqual Maragall Foundation",16
OSI Pharmaceuticals,16
Oregon Social Learning Center,16
Escola Superior de Tecnologia da Saúde do Porto,16
Biodel,16
Allegheny Singer Research Institute (also known as Allegheny Health Network Research Institute),16
Region Västmanland,16
University of Minho,16
Mundipharma Korea Ltd,16
MemorialCare Health System,16
QLT Inc.,16
New York Presbyterian Hospital,16
Sykehuset i Vestfold HF,16
Canadian Memorial Chiropractic College,16
University of Johannesburg,16
University of Colorado Denver School of Medicine Barbara Davis Center,16
Rowan University,16
"Ortho-McNeil Janssen Scientific Affairs, LLC",16
MediciNova,16
Cyclerion Therapeutics,16
"Dalarna County Council, Sweden",16
"IRCCS National Neurological Institute ""C. Mondino"" Foundation",16
Vietnam National University,16
"Clinical Research Centre, Malaysia",16
Bruyere Research Institute,16
Istanbul Training and Research Hospital,16
Ferrer Internacional S.A.,16
Laboratorios Ordesa,16
Westat,16
"CSA Medical, Inc.",16
"University of Alabama, Tuscaloosa",16
"Natera, Inc.",16
Hospital Civil de Guadalajara,16
Dr. Sami Ulus Children's Hospital,16
Wright State University,16
Azienda Unità Sanitaria Locale Reggio Emilia,16
Universidade Norte do Paraná,16
VA New York Harbor Healthcare System,16
Insmed Incorporated,16
Baker Heart and Diabetes Institute,16
The Second Hospital of Hebei Medical University,16
Qingdao University,16
Planned Parenthood League of Massachusetts,16
Optovue,16
Targacept Inc.,16
Ascension Genesys Hospital,16
King Edward Medical University,16
"Genor Biopharma Co., Ltd.",16
Neovii Biotech,16
"University Hospital ""Sestre Milosrdnice""",16
Atridia Pty Ltd.,16
Janssen Pharmaceutica,16
Southern California College of Optometry at Marshall B. Ketchum University,16
Indiana Kidney Stone Institute,16
Henri Mondor University Hospital,15
"Derm Research, PLLC",15
Hangzhou Normal University,15
Kwong Wah Hospital,15
Roxall Medicina España S.A,15
"Rajiv Gandhi Cancer Institute & Research Center, India",15
University of Mogi das Cruzes,15
Hebrew University of Jerusalem,15
Universidad Politecnica de Madrid,15
"Rhythm Pharmaceuticals, Inc.",15
Beijing University of Chinese Medicine,15
Humanitas Clinical and Research Center,15
Pirogov Russian National Research Medical University,15
"IRCCS San Camillo, Venezia, Italy",15
Asahi Kasei Pharma Corporation,15
Fundación Marques de Valdecilla,15
Aurora Health Care,15
Centre Hospitalier Universitaire de Pointe-a-Pitre,15
University of Debrecen,15
RSP Systems A/S,15
Abivax S.A.,15
Celularity Incorporated,15
Basildon and Thurrock University Hospitals NHS Foundation Trust,15
Reckitt Benckiser LLC,15
Advanced Accelerator Applications,15
"Tetraphase Pharmaceuticals, Inc.",15
"Human Genome Sciences Inc., a GSK Company",15
"Institut de Myologie, France",15
Health Science Center of Xi'an Jiaotong University,15
Gillette Children's Specialty Healthcare,15
"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",15
Masaryk University,15
Groupe Hospitalier de la Rochelle Ré Aunis,15
TransMedics,15
Fate Therapeutics,15
"Technological Centre of Nutrition and Health, Spain",15
October 6 University,15
Palo Alto Medical Foundation,15
Bellicum Pharmaceuticals,15
Endologix,15
Nobel Biocare,15
Portland VA Medical Center,15
Aurolab,15
First Affiliated Hospital of Chongqing Medical University,15
Food and Drug Administration (FDA),15
"Armando Santoro, MD",15
Intercept Pharmaceuticals,15
Shinshu University,15
Croma-Pharma GmbH,15
NicOx,15
Johns Hopkins All Children's Hospital,15
Saskatchewan Health Authority - Regina Area,15
Bundang CHA Hospital,15
HemoSonics LLC,15
University of Versailles,15
Pierre Fabre Dermo Cosmetique,15
Arbor Research Collaborative for Health,15
University of Jyvaskyla,15
Madigan Army Medical Center,15
"Galera Therapeutics, Inc.",15
Dasman Diabetes Institute,15
"Aldeyra Therapeutics, Inc.",15
Hospital General de Mexico,15
Bio-Thera Solutions,15
Paulista University,15
Cancer Advances Inc.,15
Sport and Spine Rehab Clinical Research Foundation,15
Nutricia UK Ltd,15
"IRCCS Centro Neurolesi ""Bonino-Pulejo""",15
Universidade Federal de Santa Catarina,15
GI Dynamics,15
"Gradalis, Inc.",15
Bronx VA Medical Center,15
University of Heidelberg Medical Center,15
Kimberly-Clark Corporation,15
"Carol Fabian, MD",15
"PrECOG, LLC.",15
Theodor Bilharz Research Institute,15
InterMune,15
New Approaches to Neuroblastoma Therapy Consortium,15
"Enzon Pharmaceuticals, Inc.",15
59th Medical Wing,15
"NEMA Research, Inc.",15
Bern University of Applied Sciences,15
S. Andrea Hospital,15
"Sultan Abdulhamid Han Training and Research Hospital, Istanbul, Turkey",15
Beijing Normal University,15
Universidad de León,15
Giselle SaulnierSholler,15
"Helixmith Co., Ltd.",15
"Biotech Pharmaceutical Co., Ltd.",15
Helse Fonna,15
Gérond'if,15
RTI Surgical,15
"Universidad de los Andes, Chile",15
ASST Gaetano Pini-CTO,15
Regenxbio Inc.,15
"Afferent Pharmaceuticals, Inc.",15
NovoCure Ltd.,15
University of the State of Santa Catarina,15
Corporal Michael J. Crescenz VA Medical Center,15
Artann Laboratories,15
Institut fuer anwendungsorientierte Forschung und klinische Studien GmbH,15
Myrexis Inc.,15
Uludag University,15
DeNova Research,15
WellSpan Health,15
"Aier School of Ophthalmology, Central South University",15
St Mary's University College,15
ShangHai Ji Ai Genetics & IVF Institute,15
Kettering Health Network,15
Istinye University,15
Glenmark Pharmaceuticals Ltd. India,15
Theradex,15
University of Groningen,15
Texas Christian University,15
"Sirion Therapeutics, Inc.",15
"Beijing InnoCare Pharma Tech Co., Ltd.",15
Universiti Tunku Abdul Rahman,15
Michael Debakey Veterans Affairs Medical Center,15
"National Institute of Mental Health and Neuro Sciences, India",15
Korea Cancer Center Hospital,15
Kartal Kosuyolu Yuksek Ihtisas Education and Research Hospital,15
Medicago,15
Baylor Breast Care Center,15
Volcano Corporation,14
Joint Authority for Päijät-Häme Social and Health Care,14
"Xencor, Inc.",14
The Canadian College of Naturopathic Medicine,14
Grupo Espanol de Tumores Neuroendocrinos,14
Firstkind Ltd,14
Livzon Pharmaceutical Group Inc.,14
Landspitali University Hospital,14
Cathay General Hospital,14
Orchard Therapeutics,14
The University of Texas at Arlington,14
NHS National Waiting Times Centre Board,14
Serum Institute of India Pvt. Ltd.,14
Dr. August Wolff GmbH & Co. KG Arzneimittel,14
Hippocration General Hospital,14
North Eastern German Society of Gynaecological Oncology,14
"Scynexis, Inc.",14
"Goldman, Butterwick, Fitzpatrick and Groff",14
Fundación Santa Fe de Bogota,14
Mental Health Centre Copenhagen,14
ObsEva SA,14
Kecioren Education and Training Hospital,14
Yangzhou University,14
"Gladwin, Mark, MD",14
National Taiwan University Hospital Hsin-Chu Branch,14
Universitas Padjadjaran,14
Pharmanex,14
Globus Medical Inc,14
"Medivation, Inc.",14
"Medecins Sans Frontieres, Netherlands",14
"Ahn-Gook Pharmaceuticals Co.,Ltd",14
Hospital Hietzing,14
West German Study Group,14
Yong Seog Oh,14
Medtronic Surgical Technologies,14
Janssen Infectious Diseases BVBA,14
Second Affiliated Hospital of Soochow University,14
"Toray Industries, Inc",14
"Allife Medical Science and Technology Co., Ltd.",14
Istituto Giannina Gaslini,14
Janssen-Cilag S.p.A.,14
Malmö University,14
Mingzhi Zhang,14
AZ-VUB,14
Tuscaloosa Research & Education Advancement Corporation,14
Durect,14
Geron Corporation,14
Misr International University,14
Dascena,14
NeuroDerm Ltd.,14
"Prof. Dominique de Quervain, MD",14
Hitit University,14
Gruppo Oncologico Italiano di Ricerca Clinica,14
NovImmune SA,14
Mae Fah Luang University Hospital,14
West German Center of Diabetes and Health,14
"Calithera Biosciences, Inc",14
Centre for the AIDS Programme of Research in South Africa,14
Pileje,14
Molecular NeuroImaging,14
Min-Sheng General Hospital,14
Fresenius Medical Care North America,14
Sanquin Research & Blood Bank Divisions,14
UCB Japan Co. Ltd.,14
Palmer College of Chiropractic,14
GL Pharm Tech Corporation,14
"Church & Dwight Company, Inc.",14
Central Finland Hospital District,14
Chiba University,14
Eugonia,14
Gadjah Mada University,14
Satellite Healthcare,14
Instituto do Coracao,14
Consorzio Oncotech,14
Azienda Usl di Bologna,14
Pain Management Center of Paducah,14
Durham VA Medical Center,14
Aston University,14
VA Puget Sound Health Care System,14
Suleyman Demirel University,14
"Shepherd Center, Atlanta GA",14
Pharmtechnology LLC,14
Hua Medicine Limited,14
Gyeongsang National University Hospital,14
NICHD Pelvic Floor Disorders Network,14
IVI Sevilla,14
AnewPharma,14
Hospital Moinhos de Vento,14
Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal,14
"Astellas Pharma Korea, Inc.",14
University College of Northern Denmark,14
"National Bureau of Economic Research, Inc.",14
NOXXON Pharma AG,14
Immunitor LLC,14
Seoul National University,14
Uşak University,14
Shanghai Eye Disease Prevention and Treatment Center,14
Sotio a.s.,14
University of Hull,14
"United States Naval Medical Center, Portsmouth",14
Universita degli Studi di Catania,14
Casa Sollievo della Sofferenza IRCCS,14
"Mast Therapeutics, Inc.",14
sigma-tau i.f.r. S.p.A.,14
Monell Chemical Senses Center,14
Laboratorio Elea Phoenix S.A.,14
American University,14
Gruppo Italiano Trapianto di Midollo Osseo,14
Veloxis Pharmaceuticals,14
Necmettin Erbakan University,14
"Beckman Coulter, Inc.",14
A.T. Still University of Health Sciences,14
Evangelismos Hospital,14
Symphogen A/S,14
Adimmune Corporation,14
University of Zimbabwe,14
"VeraLight, Inc.",14
Scott and White Hospital & Clinic,14
Queensland Centre for Gynaecological Cancer,14
"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",14
Julie Dawson,14
Anhui Provincial Hospital,14
Depomed,14
International Agency for Research on Cancer,14
HAL Allergy,14
LifeScan,14
Ataturk Training and Research Hospital,14
The Hawkins Foundation,14
The Christ Hospital,14
Hospital Sao Domingos,14
Institut für Pneumologie Hagen Ambrock eV,14
Japan Clinical Oncology Group,14
"Teva Pharmaceutical Industries, Ltd.",14
"Merit Medical Systems, Inc.",14
Vidacare Corporation,14
Prolong Pharmaceuticals,14
Stockholm University,14
Heart Care Foundation,14
Xeris Pharmaceuticals,14
"Xiamen Amoytop Biotech Co., Ltd.",14
Spark Therapeutics,14
Addpharma Inc.,14
Sanquin Plasma Products BV,14
National Cardiovascular Center Harapan Kita Hospital Indonesia,14
R-Bio,14
Providence VA Medical Center,14
United States Department of Defense,14
Krankenhaus Nordwest,14
"State Scientific Centre of Coloproctology, Russian Federation",14
Wageningen University and Research,14
Mati Therapeutics Inc.,14
Humanity and Health Research Centre,14
Cosmo Technologies Ltd,14
Acacia Pharma Ltd,14
Innate Pharma,14
LHL Helse,14
European Society of Anaesthesiology,14
Vaxart,14
"Boston VA Research Institute, Inc.",14
"Janssen-Cilag Ltd.,Thailand",14
San Gerardo Hospital,14
Atlanta VA Medical Center,14
Mylan Bertek Pharmaceuticals,14
Agouron Pharmaceuticals,14
Centre Hospitalier Esquirol,13
Aurinia Pharmaceuticals Inc.,13
Tatyasaheb Kore Dental College,13
bluebird bio,13
Levanger Hospital,13
University Women's Hospital Tübingen,13
"Regenexx, LLC",13
"Faes Farma, S.A.",13
Centrexion Therapeutics,13
Scitech Produtos Medicos Ltda,13
Biruni University,13
Ophthotech Corporation,13
5 Santé,13
Second Affiliated Hospital of Nanchang University,13
"Ascletis Pharmaceuticals Co., Ltd.",13
Rovi Pharmaceuticals Laboratories,13
Life Molecular Imaging SA,13
"CrystalGenomics, Inc.",13
"Sirtris, a GSK Company",13
Hospital de Granollers,13
AGIR à Dom,13
Boston IVF,13
Keryx Biopharmaceuticals,13
Correvio International Sarl,13
Hospital Nossa Senhora da Conceicao,13
SOFAR S.p.A.,13
Societa Italiana di Chirurgia ColoRettale,13
Universidade Nova de Lisboa,13
Sheppard Pratt Health System,13
Incheon St.Mary's Hospital,13
Shiga University,13
Maasstad Hospital,13
Catherine Bollard,13
"Idera Pharmaceuticals, Inc.",13
Quark Pharmaceuticals,13
"Mesoblast, Ltd.",13
The Queen Elizabeth Hospital,13
University of Kiel,13
Aultman Health Foundation,13
Universidad Autonoma de Baja California,13
"Intra-Cellular Therapies, Inc.",13
"Aevi Genomic Medicine, LLC, a Cerecor company",13
Biolab Sanus Farmaceutica,13
Fundación de investigación HM,13
Federal University of the Valleys of Jequitinhonha and Mucuri,13
"Nanjing Sanhome Pharmaceutical, Co., Ltd.",13
Kutahya Medical Sciences University,13
HonorHealth Research Institute,13
North Bristol NHS Trust,13
National Guard Health Affairs,13
"Tornier, Inc.",13
Korean Medicine Hospital of Pusan National University,13
Center for Human Reproduction,13
Enzymotec,13
Noven Therapeutics,13
Sunesis Pharmaceuticals,13
Gruppo Italiano Studio Linfomi,13
Titan Pharmaceuticals,13
"Sprout Pharmaceuticals, Inc",13
University of Salamanca,13
Vistakon Pharmaceuticals,13
Kolding Sygehus,13
Haruhiko Fukuda,13
YM BioSciences,13
Ewha Womans University Mokdong Hospital,13
Fundacion Miguel Servet,13
"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",13
Amorepacific Corporation,13
"Association Nationale pour les Traitements A Domicile, les Innovations et la Recherche",13
SB Istanbul Education and Research Hospital,13
Sir Ganga Ram Hospital,13
Silesian Centre for Heart Diseases,13
LMC Diabetes & Endocrinology Ltd.,13
Shanghai Jiao Tong University Affiliated Sixth People's Hospital,13
"University of Nebraska, Omaha",13
Haute Ecole de Santé Vaud,13
Banaras Hindu University,13
Mercy Medical Center,13
School of Health Sciences Geneva,13
"Yung Shin Pharm. Ind. Co., Ltd.",13
Spero Therapeutics,13
"University of Ljubljana, Faculty of Medicine",13
Walter Reed Army Institute of Research (WRAIR),13
Mersin University,13
Bahçeşehir University,13
Hangang Sacred Heart Hospital,13
Protein Sciences Corporation,13
Klinikum Ludwigshafen,13
DBV Technologies,13
Trio Medicines Ltd.,13
"EpicentRx, Inc.",13
Spanish Society of Cardiology,13
"Federal State Budgetary Institution, V. A. Almazov Federal North-West Medical Research Centre, of the Ministry of Health",13
"Alcon, a Novartis Company",13
Modum Bad,13
Elixir Medical Corporation,13
Sun Pharmaceutical Industries Limited,13
FLUIDDA nv,13
Alabama Physical Therapy & Acupuncture,13
"Eyegate Pharmaceuticals, Inc.",13
"Chipscreen Biosciences, Ltd.",13
United BioPharma,13
Centro Universitario La Salle,13
General Hospital Groeninge,13
Centro Nacional de Investigaciones Oncologicas CARLOS III,13
"University of Arkansas, Fayetteville",13
Sultan Qaboos University,13
"Zai Lab (Shanghai) Co., Ltd.",13
"Carl Zeiss Meditec, Inc.",13
Anderson Orthopaedic Research Institute,13
Oncolytics Biotech,13
"Gen-Probe, Incorporated",13
"Synvista Therapeutics, Inc",13
Cell Genesys,13
HRA Pharma,13
"Seaside Therapeutics, Inc.",13
Mateon Therapeutics,13
"Dynasplint Systems, Inc.",13
Centro Hospitalar do Porto,13
"Arbor Pharmaceuticals, Inc.",13
Klinik Valens,13
"Ortho Biotech Products, L.P.",13
North Suffolk Mental Health Association,13
Banc de Sang i Teixits,13
Cellular Biomedicine Group Ltd.,13
Institut für Diabetes-Technologie Forschungs- und Entwicklungsgesellschaft mbH an der Universität Ulm,13
Academisch Ziekenhuis Maastricht,13
Burke Medical Research Institute,13
Zhejiang Hisun Pharmaceutical Co. Ltd.,13
"Momenta Pharmaceuticals, Inc.",13
Ben-Gurion University of the Negev,13
Affymax,13
Knopp Biosciences,13
John Sievenpiper,13
"EA Pharma Co., Ltd.",13
Vical,13
ShangHai HaiHe Pharmaceutical,13
UKK Institute,13
Steba Biotech S.A.,13
Neurim Pharmaceuticals Ltd.,13
Clinuvel Pharmaceuticals Limited,13
"University of Geneva, Switzerland",13
Faculty Sao Leopoldo Mandic Campinas,13
Kinderkrankenhaus auf der Bult,13
Fundación Cardiovascular de Colombia,13
Paion UK Ltd.,13
Tungs' Taichung Metroharbour Hospital,13
Scientific Institute San Raffaele,13
Claude Bernard University,13
Tel Hai College,13
Helse Møre og Romsdal HF,13
Edimer Pharmaceuticals,13
Catabasis Pharmaceuticals,13
CardioDx,13
Tulane University Health Sciences Center,13
Eiger BioPharmaceuticals,13
Gloucestershire Hospitals NHS Foundation Trust,13
Vericel Corporation,13
Hellenic Institute for the Study of Sepsis,13
Universidade Federal do Piauí,13
Centre Hospitalier Annecy Genevois,13
Hope Biosciences,13
"TCI Co., Ltd.",13
Andrei Iagaru,13
University of Wyoming,13
Baylor University,13
"Yooyoung Pharmaceutical Co., Ltd.",13
Hospital Juarez de Mexico,13
Consorci Sanitari de Terrassa,13
Navipharm Corporation,13
"Immunovative Therapies, Ltd.",13
Royal Cornwall Hospitals Trust,13
Okan University,13
Spine Centre of Southern Denmark,13
"Arcutis Biotherapeutics, Inc.",13
"Anika Therapeutics, Inc.",13
"Cyclacel Pharmaceuticals, Inc.",13
University of Denver,13
"Iroko Pharmaceuticals, LLC",13
"Axsome Therapeutics, Inc.",13
Centro Universitário Augusto Motta,13
Institut de Médecine et d'Epidémiologie Appliquée - Fondation Internationale Léon M'Ba,13
Nihon University,13
Skidmore College,13
"Janssen Biotech, Inc.",13
"Fujirebio Diagnostics, Inc.",13
Hanoi Medical University,13
Imagine Institute,13
Hebei Yanda Ludaopei Hospital,13
European Institute for Evidence Based Osteopathic Medicine,12
Claudia Spies,12
"QIAGEN Gaithersburg, Inc",12
"MyoKardia, Inc.",12
Ankara Training and Research Hospital,12
Bioiberica,12
India Diabetes Research Foundation & Dr. A. Ramachandran's Diabetes Hospitals,12
Jubilee Mission Medical College and Research Institute,12
Pulmatrix Inc.,12
St Vincent's Hospital Melbourne,12
European Lung Cancer Working Party,12
Centre de Recherches et d'Etude sur la Pathologie Tropicale et le Sida,12
"CryoLife, Inc.",12
Oxford Brookes University,12
University of Vigo,12
Akcea Therapeutics,12
University of Notre Dame,12
Ospedale Santa Croce-Carle Cuneo,12
"Mochida Pharmaceutical Company, Ltd.",12
Chestnut Health Systems,12
Chengdu PLA General Hospital,12
Imperial College London Diabetes Centre,12
Novindiet Clinic,12
Queen Saovabha Memorial Institute,12
Bozyaka Training and Research Hospital,12
Asana BioSciences,12
University of Tennessee Health Science Center,12
Laboratoire français de Fractionnement et de Biotechnologies,12
Tokyo Medical University,12
Seikagaku Corporation,12
Cascadian Therapeutics Inc.,12
Albert Schweitzer Hospital,12
Zalicus,12
"Curis, Inc.",12
Gemin X,12
Utrecht Institute for Pharmaceutical Sciences,12
Hospital Universitário Professor Edgard Santos,12
Fougera Pharmaceuticals Inc.,12
Avita Medical,12
Soon Chun Hyang University,12
ECRI bv,12
Estetra,12
Bolton Medical,12
Alpha Tau Medical LTD.,12
Albireo,12
Ankara Diskapi Training and Research Hospital,12
Applied Science Private University,12
Hospital Vall d'Hebron,12
Mongi Slim Hospital,12
St. Franziskus Hospital,12
European Myeloma Network,12
"Pharmicell Co., Ltd.",12
Celyad Oncology SA,12
"Caladrius Biosciences, Inc.",12
"Oregon Research Behavioral Intervention Strategies, Inc.",12
University Hospital of Crete,12
PharmaKing,12
Esanex Inc.,12
Duzce University,12
MeiraGTx UK II Ltd,12
University of Prince Edward Island,12
"Clearside Biomedical, Inc.",12
BBraun Medical SAS,12
Pro Top & Mediking Company Limited,12
MediGene,12
Celsion,12
R&D Cardiologie,12
Central European Cooperative Oncology Group,12
Robert Jones and Agnes Hunt Orthopaedic and District NHS Trust,12
Terumo BCT,12
Cerus Corporation,12
Symetis SA,12
Genethon,12
Verona Pharma plc,12
Pierre Wauthy,12
Landon Pediatric Foundation,12
"Tobira Therapeutics, Inc.",12
Singapore Eye Research Institute,12
Stem Cells Arabia,12
"NantCell, Inc.",12
"Regionshospitalet Viborg, Skive",12
Gary Archer Ph.D.,12
The Hospital of Vestfold,12
Plexxikon,12
Somogy Megyei Kaposi Mór Teaching Hospital,12
Imam Abdulrahman Bin Faisal University,12
"National Research Center, Egypt",12
ClinAmygate,12
"Qure Healthcare, LLC",12
Woman's,12
Bloodworks,12
"Entellus Medical, Inc.",12
MorphoSys AG,12
"Kang Stem Biotech Co., Ltd.",12
Sequana Medical N.V.,12
Menlo Therapeutics Inc.,12
Centre Hospitalier National d'Ophtalmologie des Quinze-Vingts,12
Central Arkansas Veterans Healthcare System,12
"National Center for Tumor Diseases, Heidelberg",12
"Psychiatric University Hospital, Zurich",12
San Antonio Military Medical Center,12
Instituto Nacional de Enfermedades Respiratorias,12
Washington D.C. Veterans Affairs Medical Center,12
Melanoma and Skin Cancer Trials Limited,12
"Achaogen, Inc.",12
"XBiotech, Inc.",12
Triemli Hospital,12
Jens Rikardt Andersen,12
Harvard University Faculty of Medicine,12
VaxInnate Corporation,12
European Thoracic Oncology Platform,12
Vantia Ltd,12
Tianjin Medical University,12
IRCCS Centro San Giovanni di Dio Fatebenefratelli,12
Sygehus Lillebaelt,12
"Cady, Roger, M.D.",12
Medicis Global Service Corporation,12
Neuroscience Trials Australia,12
Janssen-Cilag Pty Ltd,12
Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,12
Ho Chi Minh City University of Medicine and Pharmacy,12
ADC Therapeutics S.A.,12
Windtree Therapeutics,12
Forschungsinstitut der Diabetes Akademie Mergentheim,12
Vascutek Ltd.,12
Oncology Institute of Southern Switzerland,12
Gesellschaft fur Medizinische Innovation - Hamatologie und Onkologie mbH,12
Polyphor Ltd.,12
"Aduro Biotech, Inc.",12
Scripps Whittier Diabetes Institute,12
"University of North Carolina, Greensboro",12
David Garcia Cinca,12
Bioverativ Therapeutics Inc.,12
University of Vienna,12
Russian Society of Colorectal Surgeons,12
"National Health Service, United Kingdom",12
Freie Universität Berlin,12
Beijing HuiLongGuan Hospital,12
Azienda Ospedaliero-Universitaria Consorziale,12
Tissue Tech Inc.,12
"Catalyst Pharmaceuticals, Inc.",12
Universidade Federal do vale do São Francisco,12
Yeditepe University Hospital,12
"Fujifilm Medical Systems USA, Inc.",12
"Fuji Yakuhin Co., Ltd.",12
